,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
0,HPG,4,2022,14.3,1.3,8.8,,0.091,0.049,50,112,54.0,-2.1,1458,16510,,,,,,0.564,,,1.3,1.3,0.7,-0.526,3867,,,,0.6,0.3,2.9,4.2,1.8,18129,0.087,0.068,108.0,7.3,-0.256,0.8,,,1.1,,,,,,,,,0.8,,-0.338,-0.02,
1,HPG,3,2022,6.9,1.3,6.0,,0.197,0.1,55,123,52.0,0.1,3078,16847,,,,,,0.533,,,1.1,1.3,0.7,-0.404,5842,0.029,0.002,,0.7,0.4,2.1,4.2,1.9,24341,0.121,0.094,126.0,6.6,-0.265,0.9,,0.002,-18.2,,,,,,,,,0.9,,-0.36,-0.018,
2,HPG,2,2022,4.3,1.3,3.6,,0.346,0.164,44,140,65.0,7.9,5164,17161,,,,,,0.481,,,0.9,1.3,0.7,-0.159,9130,0.175,0.152,0.108,0.7,0.3,1.5,4.2,2.1,26606,0.203,0.208,119.0,8.3,-0.239,0.9,0.9,0.152,0.8,,,,,,,,,1.1,,-0.222,0.01,
3,HPG,1,2022,5.6,2.0,3.6,,0.433,0.22,45,104,42.0,15.5,6142,16993,,,,,,0.532,,,1.1,1.4,0.8,0.036,11733,0.229,0.21,0.187,0.6,0.3,1.3,3.3,1.9,27992,0.193,0.153,107.0,8.0,-0.243,1.0,0.9,0.21,1.0,,,,,,,,,0.9,,0.044,0.09,
4,HPG,4,2021,5.9,2.3,5.5,,0.461,0.223,31,115,51.0,13.3,5929,15585,,,,,,0.508,,,1.0,1.3,0.7,0.088,11238,0.214,0.187,0.166,0.6,0.3,1.3,3.2,2.0,20695,0.248,0.116,95.0,11.7,-0.18,1.0,0.9,0.187,1.0,,,,,,,,,1.0,,0.068,0.077,
5,HPG,3,2021,7.3,2.8,5.8,,0.456,0.217,44,132,49.0,16.4,5449,14469,,,,,,0.482,,,0.9,1.3,0.7,0.262,10525,0.307,0.286,0.268,0.7,0.3,1.3,2.4,2.1,23963,0.159,0.071,126.0,8.3,-0.155,0.9,0.9,0.286,1.0,,,,,,,,,1.1,,0.111,0.14,
6,HPG,2,2021,9.0,3.1,8.7,,0.398,0.184,29,129,56.0,17.8,4318,12691,,,,,,0.462,,,0.9,1.2,0.6,0.385,9473,0.327,0.304,0.277,0.8,0.4,1.4,2.6,2.2,13093,0.198,0.057,102.0,12.6,-0.155,0.9,0.9,0.304,1.0,,,,,,,,,1.2,,0.086,0.117,
7,HPG,1,2021,8.4,2.3,9.5,,0.313,0.147,30,110,34.0,12.2,3118,11357,,,,,,0.475,,,0.9,1.2,0.7,0.349,8723,0.262,0.243,0.224,0.8,0.4,1.8,2.0,2.1,12439,0.212,0.067,106.0,12.0,-0.129,0.8,0.9,0.243,1.0,,,,,,,,,1.1,,0.209,0.118,
8,HPG,4,2020,10.0,2.3,10.1,,0.252,0.115,17,117,40.0,8.7,2311,10157,,,,,,0.449,,,0.8,1.1,0.6,0.254,7217,0.243,0.224,0.18,0.9,0.4,2.1,2.1,2.2,4825,0.22,0.071,94.0,21.7,-0.194,0.8,0.9,0.224,0.9,,,,,,,,,1.2,,0.216,0.078,
9,HPG,3,2020,8.0,1.6,9.4,,0.213,0.1,30,109,35.0,8.7,1843,9423,,,,,,0.466,,,0.9,1.2,0.6,0.232,5935,0.209,0.191,0.153,0.8,0.4,2.3,1.1,2.1,7360,0.102,0.043,103.0,12.3,-0.39,0.8,0.9,0.191,0.9,,,,,,,,,1.1,,0.084,0.046,
