,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
0,DXG,4,2022,42.2,0.7,18.2,,0.017,0.005,883,1806,73,-1.6,243,15046,,,,,,0.298,,,0.8,2.2,1.1,-0.821,1476,0.441,,,0.4,0.2,5.7,0.5,3.4,15030,0.066,0.146,2616,0.4,-0.361,0.2,,,1.6,,,,,,,,,1.2,,-0.376,-0.039,
1,DXG,3,2022,14.9,1.3,12.9,,0.092,0.028,709,1425,50,1.9,1363,15656,,,,,,0.305,,,0.9,2.1,1.1,0.138,2367,0.543,0.176,0.122,0.4,0.2,4.4,1.1,3.3,14940,0.074,0.125,2084,0.5,-0.212,0.2,0.5,0.176,1.4,,,,,,,,,1.1,,-0.142,0.02,
2,DXG,2,2022,16.3,1.3,10.7,,0.082,0.025,721,1278,41,2.4,1197,15349,,,,,,0.308,,,0.9,2.1,1.1,-0.185,2760,0.512,0.159,0.086,0.4,0.2,4.2,1.3,3.2,13985,0.174,0.302,1958,0.5,-0.241,0.2,0.4,0.159,1.3,,,,,,,,,1.1,,-0.344,0.018,
3,DXG,1,2022,31.7,3.1,10.3,,0.113,0.033,456,976,45,5.8,1469,15080,,,,,,0.319,,,0.9,1.9,1.0,-0.225,4206,0.578,0.337,0.151,0.3,0.1,2.4,4.0,3.1,11914,0.137,0.12,1387,0.8,-0.236,0.3,0.5,0.337,0.9,,,,,,,,,1.1,,-0.158,0.049,
4,DXG,4,2021,18.4,2.4,10.5,,0.154,0.045,389,898,44,2.1,1897,14375,,,,,,0.31,,,0.9,1.9,1.0,0.381,4994,0.493,0.121,0.122,0.3,0.2,1.9,2.0,3.2,11973,0.205,0.123,1244,0.9,-0.16,0.4,0.8,0.121,1.3,,,,,,,,,1.1,,0.056,0.031,
5,DXG,3,2021,13.9,1.4,10.5,,0.111,0.033,460,993,46,2.5,1373,13943,,,,,,0.298,,,0.8,1.9,1.0,-0.054,4727,0.601,0.268,0.04,0.5,0.2,2.4,2.3,3.4,11729,0.315,0.2,1407,0.8,-0.359,0.3,0.2,0.268,0.7,,,,,,,,,1.2,,-0.08,0.0,
6,DXG,2,2021,14.4,1.5,8.0,,0.119,0.037,520,969,64,7.8,1452,13941,,,,,,0.306,,,0.9,2.2,1.3,27.028,5137,0.549,0.299,0.084,0.5,0.3,2.4,0.8,3.3,13303,0.351,0.317,1425,0.7,-0.307,0.3,0.3,0.299,0.9,,,,,,,,,1.1,,0.511,0.275,
7,DXG,1,2021,402.6,1.9,10.5,,0.005,0.001,726,1710,69,8.8,51,10933,,,,,,0.26,,,0.6,1.9,1.0,-1.073,3400,0.588,0.347,0.18,0.7,0.3,3.6,0.5,3.8,10365,0.241,0.217,2367,0.5,-0.245,0.2,0.6,0.347,0.9,,,,,,,,,1.7,,0.973,0.073,
8,DXG,4,2020,-19.6,1.4,21.5,,-0.065,-0.02,1221,3061,73,1.7,-708,10188,,,,,,0.264,,,0.6,1.9,0.9,4.501,1723,0.511,0.125,,0.7,0.3,5.8,0.5,3.8,9543,0.195,0.143,4209,0.3,-0.249,0.1,,0.125,0.5,,,,,,,,,1.6,,-0.473,-0.051,
9,DXG,3,2020,-68.2,0.8,12.1,,-0.013,-0.004,859,1735,32,4.2,-128,10734,,,,,,0.295,,,0.7,2.3,1.1,-1.456,3271,0.798,0.485,0.126,0.7,0.3,3.3,0.3,3.4,10524,0.18,0.157,2563,0.4,-0.32,0.2,0.3,0.485,0.8,,,,,,,,,1.4,,-0.183,0.02,
