,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
0,VCB,4,2022,14.7,3.2,,,0.24,0.019,,,,,6316,29157,0.034,0.206,0.007,3.174,0.025,0.076,0.121,0.245,0.1,,,0.132,,,,,,,,,13.1,,,,,,,,,,,0.604,0.532,0.664,0.631,0.921,0.721,0.004,0.372,12.1,0.01,,0.075,0.192
1,VCB,3,2022,13.1,2.7,,,0.222,0.017,,,,,5581,27129,0.033,0.183,0.008,4.018,0.023,0.078,0.114,0.381,0.1,,,0.059,,,,,,,,,12.8,,,,,,,,,,,0.496,0.363,0.712,0.685,0.944,0.754,0.005,0.336,11.8,0.002,,0.044,0.207
2,VCB,2,2022,14.2,2.9,,,0.219,0.017,,,,,5270,25988,0.032,0.199,0.006,5.044,0.023,0.077,0.112,0.364,0.1,,,0.086,,,,,,,,,13.0,,,,,,,,,,,0.509,0.372,0.712,0.687,0.921,0.773,0.004,0.336,12.0,0.002,,0.05,0.194
3,VCB,1,2022,16.9,3.3,,,0.211,0.017,,,,,4853,24738,0.033,0.284,0.008,3.726,0.023,0.08,0.114,0.269,0.1,,,0.048,,,,,,,,,12.5,,,,,,,,,,,0.585,0.476,0.731,0.703,0.872,0.838,0.006,0.317,11.5,0.002,,0.053,0.18
4,VCB,4,2021,17.0,3.4,,,0.209,0.016,,,,,4629,23490,0.032,0.275,0.006,4.244,0.023,0.079,0.116,0.206,0.1,,,0.037,,,,,,,,,12.7,,,,,,,,,,,0.636,0.434,0.708,0.679,0.846,0.837,0.004,0.339,11.7,0.006,,0.015,0.144
5,VCB,3,2021,16.9,3.3,,,0.208,0.016,,,,,4463,23143,0.033,0.213,0.012,2.429,0.024,0.079,0.117,0.377,0.1,,,0.029,,,,,,,,,12.6,,,,,,,,,,,0.499,0.347,0.7,0.676,0.845,0.829,0.008,0.347,11.6,0.003,,0.044,0.195
6,VCB,2,2021,20.8,4.1,,,0.211,0.016,,,,,4336,22174,0.033,0.14,0.007,3.518,0.026,0.08,0.114,0.367,0.1,,,-0.031,,,,,,,,,12.4,,,,,,,,,,,0.508,0.307,0.732,0.707,0.877,0.835,0.005,0.313,11.4,0.004,,0.039,0.196
7,VCB,1,2021,16.4,3.4,,,0.228,0.017,,,,,4473,21343,0.031,0.357,0.009,2.79,0.028,0.079,0.116,0.305,0.1,,,0.148,,,,,,,,,12.7,,,,,,,,,,,0.556,0.44,0.707,0.682,0.85,0.832,0.006,0.336,11.7,0.004,,0.022,0.156
8,VCB,4,2020,19.4,3.6,,,0.2,0.014,,,,,3897,20889,0.029,0.278,0.006,3.704,0.028,0.074,0.118,0.238,0.1,,,0.074,,,,,,,,,13.4,,,,,,,,,,,0.61,0.394,0.656,0.633,0.814,0.806,0.004,0.388,12.4,0.001,,0.056,0.143
9,VCB,3,2020,17.8,3.3,,,0.197,0.015,,,,,3629,19772,0.03,0.247,0.01,2.151,0.033,0.079,0.119,0.395,0.1,,,-0.058,,,,,,,,,12.7,,,,,,,,,,,0.485,0.345,0.685,0.659,0.799,0.858,0.007,0.357,11.7,0.007,,0.045,0.107
