,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
0,BMP,4,2022,7.2,1.9,4.2,,0.283,0.237,105,52,13,43571.5,8505,32045,,,,,,0.863,,,6.3,5.6,4.1,0.238,13994.0,0.337,0.235,0.176,0.0,0.0,0.0,,1.2,1812,0.125,0.065,144,3.5,-0.428,2.0,0.8,0.235,0.9,,,,,,,,,0.2,,0.163,-0.002,
1,BMP,3,2022,8.0,1.7,4.8,,0.229,0.2,104,50,8,33225.6,6868,32111,,,,,,0.858,,,6.0,5.4,3.9,0.557,12036.0,0.283,0.167,0.117,0.0,0.0,0.1,,1.2,1805,0.116,0.061,146,3.5,-0.429,2.1,0.8,0.167,0.9,,,,,,,,,0.2,,0.388,0.071,
2,BMP,2,2022,12.4,1.8,6.6,,0.152,0.126,119,62,17,-8921.8,4412,29971,,,,,,0.834,,,5.0,4.6,3.2,0.401,8672.0,0.251,0.135,0.093,0.0,0.0,0.1,,1.2,1698,0.118,0.059,164,3.1,-0.222,1.7,0.8,0.135,0.9,,,,,,,,,0.2,,0.225,0.013,
3,BMP,1,2022,18.1,1.9,7.9,,0.107,0.089,124,57,19,5077.2,3148,29573,,,,,,0.838,,,5.2,4.7,3.1,0.203,7079.0,0.236,0.136,0.094,0.0,0.0,0.1,,1.2,1674,0.094,0.048,162,2.9,-0.19,1.6,0.8,0.136,0.9,,,,,,,,,0.2,,0.115,0.056,
4,BMP,4,2021,21.9,2.0,9.2,,0.09,0.073,126,48,16,12912.5,2617,28015,,,,,,0.806,,,4.1,3.9,2.7,0.017,6350.0,0.199,0.12,0.081,0.0,0.0,0.1,,1.2,1526,0.075,0.035,158,2.9,-0.184,1.6,0.8,0.12,0.8,,,,,,,,,0.2,,0.013,0.005,
5,BMP,3,2021,19.6,1.8,9.2,,0.091,0.073,117,51,8,-4041.4,2574,27867,,,,,,0.892,,,8.3,6.9,4.5,-0.459,6268.0,0.045,,,0.0,0.0,0.1,,1.1,1498,0.088,0.041,160,3.1,-0.155,1.5,,,1.1,,,,,,,,,0.1,,-0.313,-0.011,
6,BMP,2,2021,11.9,2.0,6.5,,0.164,0.135,104,47,12,6685.7,4762,28184,,,,,,0.833,,,5.0,4.4,3.0,-0.227,9117.0,0.129,0.05,0.029,0.0,0.0,0.1,,1.2,1478,0.035,0.017,139,3.5,-0.162,1.7,0.8,0.05,0.7,,,,,,,,,0.2,,-0.155,-0.035,
7,BMP,1,2021,8.8,1.9,5.2,,0.203,0.173,112,47,16,14420.4,6159,29217,,,,,,0.829,,,4.8,4.3,3.2,-0.035,10791.0,0.179,0.1,0.073,0.0,0.0,0.1,,1.2,1559,0.085,0.043,143,3.3,-0.133,1.7,0.8,0.1,0.9,,,,,,,,,0.2,,-0.026,-0.032,
8,BMP,4,2020,8.8,1.9,5.0,,0.212,0.178,108,45,14,9965.3,6384,30192,,,,,,0.819,,,4.5,4.1,3.3,0.032,11076.0,0.224,0.121,0.085,0.0,0.0,0.1,,1.2,1607,0.079,0.041,139,3.4,-0.116,1.6,0.8,0.121,0.9,,,,,,,,,0.2,,0.027,0.047,
9,BMP,3,2020,8.5,1.8,5.0,,0.207,0.167,107,53,9,17463.4,6185,28837,,,,,,0.731,,,2.7,2.6,2.1,0.07,10784.0,0.319,0.179,0.137,0.0,0.0,0.1,,1.4,1340,0.155,0.078,151,3.4,-0.104,1.5,0.8,0.179,1.0,,,,,,,,,0.4,,0.091,-0.033,
