,ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
0,AAA,4,2022,22.3,0.6,13.1,,0.03,0.015,54,35,16,-2.9,407,14429,,,,,,0.512,,,1.3,1.8,1.2,-0.504,1357,0.01,,,0.5,0.3,6.7,1.5,2.0,2428,0.268,0.476,73,6.8,-0.073,1.5,,,0.9,,,,,,,,,0.7,,-0.334,-0.017,
1,AAA,3,2022,12.0,0.7,8.3,,0.061,0.03,51,40,17,2.7,821,14685,,,,,,0.498,,,1.3,1.8,1.2,0.059,2037,0.094,0.033,0.024,0.5,0.3,4.6,1.5,2.0,2813,0.212,0.425,73,7.2,-0.1,1.5,0.8,0.033,1.0,,,,,,,,,0.8,,-0.076,0.152,
2,AAA,2,2022,14.6,0.9,9.1,,0.062,0.029,40,38,18,2.9,775,12743,,,,,,0.446,,,1.0,1.5,1.0,-0.003,2204,0.075,0.023,0.019,0.6,0.3,5.1,2.1,2.2,1812,0.183,0.342,60,9.1,-0.278,1.6,0.7,0.023,1.1,,,,,,,,,1.0,,-0.151,0.012,
3,AAA,1,2022,24.0,1.5,10.2,,0.07,0.03,35,30,19,3.1,778,12596,,,,,,0.46,,,1.1,1.4,1.2,0.045,2598,0.098,0.031,0.022,0.7,0.3,5.3,2.1,2.2,1724,0.288,0.331,46,10.3,-0.335,1.5,0.7,0.031,1.0,,,,,,,,,0.9,,0.041,0.001,
4,AAA,4,2021,27.1,1.6,9.8,,0.068,0.031,38,29,18,1.9,744,12587,,,,,,0.482,,,1.2,1.6,1.3,0.01,2496,0.091,0.016,0.014,0.6,0.3,5.0,1.8,2.1,2076,0.364,0.458,50,9.6,-0.31,1.4,0.6,0.016,1.4,,,,,,,,,0.8,,-0.014,0.017,
5,AAA,3,2021,21.3,1.3,11.8,,0.068,0.031,51,34,20,2.2,736,12382,,,,,,0.475,,,1.1,1.4,1.2,-0.054,2531,0.093,0.021,0.018,0.6,0.3,4.9,3.2,2.1,1660,0.272,0.253,64,7.2,-0.348,1.2,0.7,0.021,1.3,,,,,,,,,0.9,,-0.171,-0.006,
6,AAA,2,2021,22.1,1.4,10.2,,0.077,0.034,56,43,22,2.9,778,12454,,,,,,0.494,,,1.2,1.5,1.2,0.067,3052,0.112,0.039,0.026,0.7,0.4,5.0,4.5,2.0,1758,0.425,0.394,77,6.6,-0.2,1.1,0.7,0.039,0.9,,,,,,,,,0.8,,-0.1,0.303,
7,AAA,1,2021,20.1,1.5,12.4,,0.085,0.033,60,57,26,2.6,730,9555,,,,,,0.398,,,0.8,1.3,1.0,0.063,3392,0.105,0.043,0.033,1.0,0.4,5.8,3.8,2.5,1165,0.234,0.202,91,6.1,-0.134,1.0,0.7,0.043,1.1,,,,,,,,,1.2,,0.039,0.015,
8,AAA,4,2020,18.5,1.4,11.3,,0.08,0.032,60,60,33,1.5,686,9411,,,,,,0.42,,,0.9,1.2,0.9,-0.005,3264,0.098,0.033,0.027,0.9,0.4,5.7,4.8,2.4,678,0.239,0.267,86,6.1,-0.123,0.9,0.8,0.033,1.0,,,,,,,,,1.1,,-0.054,0.016,
9,AAA,3,2020,14.8,1.1,9.6,,0.082,0.033,86,52,29,2.2,689,9261,,,,,,0.431,,,0.9,1.5,1.2,0.06,3450,0.108,0.057,0.041,0.9,0.4,5.5,1.7,2.3,1410,0.06,0.088,109,4.2,-0.08,0.9,0.8,0.057,0.9,,,,,,,,,1.1,,-0.08,0.177,
