,Open,High,Low,Close,Volume,TradingDate
0,3900.0,3900.0,3900.0,3900.0,360500,2016-07-12
1,3900.0,3900.0,3900.0,3900.0,0,2016-07-13
2,3900.0,3900.0,3900.0,3900.0,0,2016-07-14
3,3900.0,3900.0,3900.0,3900.0,0,2016-07-15
4,3900.0,3900.0,3900.0,3900.0,0,2016-07-18
5,3900.0,3900.0,3900.0,3900.0,0,2016-07-19
6,3900.0,3900.0,3900.0,3900.0,0,2016-07-20
7,3900.0,3900.0,3900.0,3900.0,0,2016-07-21
8,3900.0,3900.0,3900.0,3900.0,0,2016-07-22
9,3900.0,3900.0,3900.0,3900.0,0,2016-07-25
10,3900.0,3900.0,3900.0,3900.0,0,2016-07-26
11,4436.0,4436.0,4436.0,4400.0,500,2016-07-27
12,4436.0,4436.0,4436.0,4400.0,0,2016-07-28
13,4436.0,4436.0,4436.0,4400.0,0,2016-07-29
14,4588.0,4588.0,4588.0,4600.0,1000,2016-08-01
15,4588.0,4588.0,4588.0,4600.0,2000,2016-08-02
16,4588.0,4588.0,4588.0,4600.0,0,2016-08-03
17,4588.0,4588.0,4588.0,4600.0,1500,2016-08-04
18,4588.0,4588.0,4588.0,4600.0,0,2016-08-05
19,4588.0,4588.0,4588.0,4600.0,0,2016-08-08
20,4588.0,4588.0,4588.0,4600.0,0,2016-08-09
21,4588.0,4588.0,4588.0,4600.0,0,2016-08-10
22,4588.0,4588.0,4588.0,4600.0,0,2016-08-11
23,4588.0,4588.0,4588.0,4600.0,0,2016-08-12
24,4588.0,4588.0,4588.0,4600.0,0,2016-08-15
25,4588.0,4588.0,4588.0,4600.0,0,2016-08-16
26,4588.0,4588.0,4588.0,4600.0,0,2016-08-17
27,4588.0,4588.0,4588.0,4600.0,0,2016-08-18
28,4588.0,4588.0,4588.0,4600.0,0,2016-08-19
29,4588.0,4588.0,4588.0,4600.0,0,2016-08-22
30,4588.0,4588.0,4588.0,4600.0,0,2016-08-23
31,4588.0,4588.0,4588.0,4600.0,0,2016-08-24
32,4588.0,4588.0,4588.0,4600.0,0,2016-08-25
33,4588.0,4588.0,4588.0,4600.0,0,2016-08-26
34,4588.0,4588.0,4588.0,4600.0,28000,2016-08-29
35,4588.0,4588.0,4588.0,4600.0,0,2016-08-30
36,4588.0,4588.0,4588.0,4600.0,0,2016-08-31
37,4588.0,4588.0,4588.0,4600.0,0,2016-09-01
38,4588.0,4588.0,4588.0,4600.0,0,2016-09-05
39,4588.0,4588.0,4588.0,4600.0,0,2016-09-06
40,4588.0,4588.0,4588.0,4600.0,0,2016-09-07
41,4588.0,4588.0,4588.0,4600.0,0,2016-09-08
42,4588.0,4588.0,4588.0,4600.0,15000,2016-09-09
43,4588.0,4588.0,4588.0,4600.0,0,2016-09-12
44,4588.0,4588.0,4588.0,4600.0,0,2016-09-13
45,4588.0,4588.0,4588.0,4600.0,0,2016-09-14
46,4206.0,4588.0,3900.0,4300.0,3500,2016-09-15
47,4588.0,4588.0,4588.0,4600.0,13400,2016-09-16
48,4588.0,4588.0,4588.0,4600.0,0,2016-09-19
49,4588.0,4588.0,4588.0,4600.0,1000,2016-09-20
50,3900.0,4665.0,3900.0,4600.0,1100,2016-09-21
51,3977.0,3977.0,3977.0,4000.0,100,2016-09-22
52,4512.0,4512.0,3671.0,4500.0,1600,2016-09-23
53,4459.0,4459.0,4459.0,4500.0,0,2016-09-26
54,4588.0,4588.0,4588.0,4600.0,1000,2016-09-27
55,4665.0,4665.0,4665.0,4700.0,500,2016-09-28
56,4665.0,4665.0,4665.0,4700.0,0,2016-09-29
57,4665.0,4665.0,4665.0,4700.0,0,2016-09-30
58,4665.0,4665.0,4665.0,4700.0,0,2016-10-03
59,4665.0,4665.0,4665.0,4700.0,0,2016-10-04
60,4665.0,4665.0,4665.0,4700.0,0,2016-10-05
61,4130.0,4588.0,4130.0,4600.0,2200,2016-10-06
62,4568.0,4568.0,4568.0,4600.0,0,2016-10-07
63,4568.0,4568.0,4568.0,4600.0,0,2016-10-10
64,4568.0,4568.0,4568.0,4600.0,0,2016-10-11
65,4568.0,4568.0,4568.0,4600.0,0,2016-10-12
66,4568.0,4568.0,4568.0,4600.0,0,2016-10-13
67,4568.0,4568.0,4568.0,4600.0,0,2016-10-14
68,4568.0,4568.0,4568.0,4600.0,0,2016-10-17
69,4206.0,4206.0,4206.0,4200.0,100,2016-10-18
